[	(	[ ( NUPOS
The	DT	the dt NUPOS
potential	JJ	potential JJ PennPOS
role	NN	role NN PennPOS
of	IN	of pp-f NUPOS
cytokines	NNS	cytokine NNS PennPOS
expression	NN	expression NN PennPOS
in	IN	in IN PennPOS
idiopathic	JJ	idiopathic JJ PennPOS
pulmonary	JJ	pulmonary JJ PennPOS
fibrosis	NN	fibrosis NN PennPOS
]	)	] ) NUPOS
.	.	. . NUPOS

OBJECTIVE	NN	objective NN PennPOS
:	:	: : NUPOS
To	TO	to p-acp NUPOS
investigate	VB	investigate VBP PennPOS
the	DT	the dt NUPOS
protein	NN	protein NN PennPOS
and	CC	and cc NUPOS
gene	NN	gene NN PennPOS
expression	NN	expression NN PennPOS
in	IN	in IN PennPOS
bronchoalveolar	JJ	bronchoalveolar JJ PennPOS
lavage	NN	lavage NN PennPOS
cells	NNS	cell NNS PennPOS
and	CC	and cc NUPOS
open	JJ	open JJ PennPOS
lung	NN	lung NN PennPOS
biopsies	NNS	biopsy NNS PennPOS
from	IN	from pp NUPOS
patients	NNS	patient NNS PennPOS
with	IN	with pp NUPOS
IPF	NN	IPF NN PennPOS
.	.	. . NUPOS

METHODS	NNS	method NNS PennPOS
:	:	: : NUPOS
The	DT	the dt NUPOS
immunohistochemical	JJ	immunohistochemical JJ PennPOS
methods	NNS	method NNS PennPOS
were	VBD	be vbd NUPOS
used	VBN	use VBN PennPOS
to	TO	to p-acp NUPOS
analyze	VB	analyze VBP PennPOS
the	DT	the dt NUPOS
expression	NN	expression NN PennPOS
of	IN	of pp-f NUPOS
PDGF	NN	PDGF NN PennPOS
,	,	, , NUPOS
TGF-beta	NN	TGF-beta NN PennPOS
in	IN	in IN PennPOS
bronchoalveolar	JJ	bronchoalveolar JJ PennPOS
lavage	NN	lavage NN PennPOS
cells	NNS	cell NNS PennPOS
of	IN	of pp-f NUPOS
patients	NNS	patient NNS PennPOS
with	IN	with pp NUPOS
IPF	NN	IPF NN PennPOS
.	.	. . NUPOS

For	IN	for c-acp NUPOS
open	JJ	open JJ PennPOS
lung	NN	lung NN PennPOS
biopsies	NNS	biopsy NNS PennPOS
,	,	, , NUPOS
both	DT	both d NUPOS
immunohistochemistry	NN	immunohistochemistry NN PennPOS
and	CC	and cc NUPOS
in	FW	in fw-la NUPOS
situ	FW	situ FW PennPOS
hybridization	NN	hybridization NN PennPOS
were	VBD	be vbd NUPOS
used	VBN	use VBN PennPOS
.	.	. . NUPOS

RESULTS	NNS	result NNS PennPOS
:	:	: : NUPOS
In	IN	in IN PennPOS
specimens	NNS	specimen NNS PennPOS
of	IN	of pp-f NUPOS
bronchoalveolar	JJ	bronchoalveolar JJ PennPOS
lavage	NN	lavage NN PennPOS
fluid	NN	fluid NN PennPOS
,	,	, , NUPOS
PDGF-AA	NN	PDGF-AA NN PennPOS
,	,	, , NUPOS
PDGF-BB	NN	PDGF-BB NN PennPOS
,	,	, , NUPOS
TGF-beta	NN	TGF-beta NN PennPOS
were	VBD	be vbd NUPOS
localized	JJ	localized JJ PennPOS
to	TO	to p-acp NUPOS
alveolar	JJ	alveolar JJ PennPOS
macrophages	NNS	macrophage NNS PennPOS
in	IN	in IN PennPOS
patients	NNS	patient NNS PennPOS
with	IN	with pp NUPOS
IPF	NN	IPF NN PennPOS
.	.	. . NUPOS

Though	IN	though c-acp NUPOS
there	EX	there pc-acp NUPOS
were	VBD	be vbd NUPOS
no	DT	no dx NUPOS
differences	NNS	difference NNS PennPOS
between	IN	between IN PennPOS
IPF	NN	IPF NN PennPOS
and	CC	and cc NUPOS
sarcoidosis	NN	sarcoidosis NN PennPOS
in	IN	in IN PennPOS
terms	NNS	term NNS PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
staining	NN	staining NN PennPOS
intensity	NN	intensity NN PennPOS
(	(	( ( NUPOS
2.5	CD	2.5 CD PennPOS
-	:	- : NUPOS
3.0	CD	3.0 CD PennPOS
)	)	) ) NUPOS
or	CC	or cc NUPOS
number	NN	number NN PennPOS
of	IN	of pp-f NUPOS
positive	JJ	positive JJ PennPOS
cells	NNS	cell NNS PennPOS
81	CD	81 CD PennPOS
%	NN	% NN PennPOS
-	:	- : NUPOS
90	CD	90 crd NUPOS
%	NN	% NN PennPOS
,	,	, , NUPOS
